19,eng_03a78ff33d4f1c401546225f97e7a889,12 Source CNN Source CNN Business Source CNN Business Source CNN Business Source CNN Business,0.0,0
28,eng_2ca265e5fb6608d566317413ebc3358e,47th District Republicans kicked out of Kent Cornucopia,0.0,0
40,eng_4e0a716ea0b0939693a374ac5513241c,"A TV News Reporter on IsraelHamas Fog of War, Truth",0.0,0
47,eng_e8215970e38301040ee21a41a868a441,Absolutely no evidence of voter fraud Democrats,1.0,0
48,eng_19474c4acabb5fe06997b6253ed3644e,Abuse survivor recounts her struggles at YWCA,0.0,0
100,eng_e2b921310e7d1aca16d171ff4dc7de29,AOC and Kamala Harris dont really care.,2.0,0
104,eng_3f14d410190f6b17b58a3fcfe15b0167,are we still pretending NATO expansion is not part of the balanced take on the situation?,1.0,0
121,eng_42184e940c07487a4cdb57779608f66e,"At Sunday Vigil, More Than 1000 Mourn Victims of Hamas",0.0,0
144,eng_0a45e4c6b3afbc224c83689d5f8a02a1,"Biden hits Russia with sanctions, shifts troops",0.0,0
178,eng_df5ce8253b80ab0eb1e1e6e5cc8150c9,Californias Republicans should break from Donald,1.0,0
223,eng_ef1472c70d04335840714c0bb933da1a,"CSG holds meeting, students speak on IsraelHamas warThe Michigan",0.0,0
250,eng_f0296bd997ff08908b60b986354b8acd,Democrats plan to nominate Biden by virtual,0.0,0
262,eng_02ad0e46da80ceef491bdcc95889b552,Did Donald Trump Steal His Act from Brother Theodore?The Village Voice,0.0,0
285,eng_07ca0f4bc4efa99b6809261b5080e095,Donald Trump faces many signs of potential political,0.0,0
293,eng_c0079fa236a97227f5712c5f27ffd01a,"Donald Trump Jr., Jim Banks recall Bob Knight, promote",0.0,0
294,eng_4ce0293626e913582e293e0e4b0c7b8c,"Donald Trump Jr., US Rep. Jim Banks push antiwoke",0.0,0
302,eng_02eed670f867d340b315aa604011fca7,Donald Trump speaks at Georgia GOP Convention,0.0,0
320,eng_0170ed44c04dc3c14460c03a18c2c3f8,Donald Trumps campaign rally in Maquoketa draws,0.0,0
337,eng_0ac5014b416ed21d728ef90a116bdf22,Early voting ends tomorrow. Elections have consequences. GoVoteNow,0.0,0
390,eng_03b57e2718c0b4c4a3c68737235d2dd3,Fontana student urges ceasefire in war between Israel and,0.0,0
400,eng_b77871de3a595badd7e8af776cf3cda7,Former Michigan GOP spokesperson testifies fake elector,1.0,0
406,eng_015514cda0c207cad1f8ac2815854b67,"Former VP Mike Pence praises VP Kamala Harris for certifying election, Trumps victory WWERaw oc CharlieHebdo",0.0,0
426,eng_04c1a7ecf7a9b66f55633cecf6774fa2,GO Ukraine. I fully support Ukraine and Zelensky.,1.0,0
432,eng_0439511f3a9f53203ea1907a5ef80b11,GOP debate key moment for Megyn Kelly,0.0,0
433,eng_af2bd2c49a704abff255d2cbcd2347eb,GOP debate offered Tuscaloosa a chance,0.0,0
434,eng_ab88ad93f60eb2a8b5bfe2854b7801ce,GOP debate offered Tuscaloosa a chance to shineThe Tuscaloosa,0.0,0
468,eng_05ef8088df2bf16b3bf32fa7e50d180b,"hamas in two days.""Why dont you a88",1.0,0
479,eng_b28b21c574bf74d78b7a8bab13796fbe,He complaining about the border while Biden gets Mexico to pay 1.5 billion for border security.,1.0,0
481,eng_63d6e4716f0aa7148608671857d4c72a,He has Russia and Ukraine discussing a ceasefire already.,1.0,0
521,eng_0a66001a5c61367ce476456ea0e5e009,"Hunter Biden defies GOP subpoena, blasts impeachment",0.0,0
581,eng_301ca8e5ab6cfc33b83675ecb74ca547,Image makers However turkey host Hamas.,1.0,0
603,eng_030d568746ae8cb1dedcd5750f785adf,"Iran, tormentor of US presidents, tests Joe BidenThe Christian Science Monitor",0.0,0
625,eng_0d802566d396f7fa5db806afe5900a64,Israel is attempting genocide and the U.S. is complicitThe Maine Campus,1.0,0
638,eng_10c4f72a4c5a55f3546ba83074d11c87,Israeli ExPats Plan to Protest Netanyahu at U.N.Atlanta Jewish,0.0,0
694,eng_010eb487de28315e699122609848e701,"Just small calculation on ukraine militaryaid The US has provided 174B worth of military aid in total, and has 330M population. Denmark has provided 7.2B of military aid, and has 5.9M population Finland has provided 2.3B military aid, and has 5,6M population. Denmark 1268 person",0.0,0
743,eng_9096f003456bae6709012e005853a18c,London stands together in the deportation of one Sadio Mane,1.0,0
744,eng_019f61be6c41625a193ede4ca3ed729d,Los Altos council meeting serves as forum on IsraelHamas,0.0,0
759,eng_3e100a4d5c10bf226ded963d76946d5d,Mayor Chip Price Stresses Economic Growth for Siler City,0.0,0
762,eng_1d51ff09510c50bfdc5cc94b1d7a8faa,"Meagan Wolfe firing was symbolic, Wisconsin Republicans",0.0,0
768,eng_03bb8ee0e6ab32624d803516edacd90d,"Middle East crisis live one million Syrians expected to return in first half of 2025, says UN pUN refugee agency asks countries to refrain from forced returns as it says thousands of people ha The Guardian",0.0,0
772,eng_7953dfebfb9ad975507431cf422b5663,Mike Pence has some tough words for GOP,0.0,0
788,eng_53c0b9cc9d33ef3578f7a0048c34affb,More Republicans think Trump is religious than RomneyDeseret,0.0,0
795,eng_aba4907aefb50156d97c9030cc160f43,Muslim Turkey follows the sharia. Erdogan is doing populism.,1.0,0
816,eng_0561dfcfefdbce35b107faaeb66be8bf,"Never thought I would say God bless Mike Pence, but I am today.",1.0,0
843,eng_0231d6218ae3592adaf2eeba137d0884,NYU Law Student Facing Backlash Over IsraelHamas War,0.0,0
848,eng_77d31567aa97c5c51d883843d12e962e,Oh ya think? What about the rest of the swing states? Its all BS,1.0,0
850,eng_43fa4845c30bc09bacc0221f0cbf16fc,Ohio Republicans propose sweeping changes to legal,1.0,0
889,eng_960269d8c6191313056ac59587258217,Police: Driver Intentionally Crashed into Home,0.0,0
897,eng_fa72ef2085d02cc76571c31ff4422528,"President Joe Biden announced a major opinion Friday that the Equal Rights Amendment is ratified, enshrining its protections into the Constitution, a lastminute move that some believe could pave the way to bolstering reproductive and LGBTQ rights. ERA EqualRightsAmendment",0.0,0
965,eng_06fa6e73d9fd5dc0714ff78307a4cc3f,Schill issues new statement on IsraelHamas war,0.0,0
994,eng_7cea485531b00c940121a52db58fd1eb,So a 5x reduction in support is proof of the need for denazification. makes sense.,1.0,0
1015,eng_00cfa8e7ecb7190dc2e1919032f0ccc9,Sounds like a situation that is ripe for voter registration data abuse,1.0,0
1024,eng_10aca86468082ea9dbe0b785c1598731,States trying to remove Donald Trump from the ballot,0.0,0
1029,eng_3885745e6aa811eda4f1ae11108266d8,STOP RUSSIAN AGGRESSION AGAINST UKRAINE. StopPutin StopRussia,0.0,0
1032,eng_0123db736719610f5d923c8deccb8f1b,Stratford Democrats hold edge in town council,0.0,0
1036,eng_036554dc3ffc1a56d0f398473b8053fd,"Students for Justice in Palestine, UC Divest Host Rally",0.0,0
1039,eng_4274cde1af892c8cbc26c27042d7657a,Studies Address Americans Views of Israeli GovtAtlanta Jewish,0.0,0
1040,eng_5961ad8dd4d7bf4231784dafca1882c4,"Stupids order to block all grants and loans unless Agencies had been directed to answer a series of yes or no questions on each federal program by Feb. 7. The questions included ""does this program promote gender ideology?"" and ""does this program promote or support in any way abortion?"" Holy shit",2.0,0
1052,eng_d74875eb103527863b15c9389bb6ab0e,Texas Republicans Target Climate Science in Textbooks,1.0,0
